"","PA","SZ","YOUNG","ECONOMY ACTIVE","AGED","TOTAL","DEPENDENCY"
"722","CLEMENTI","CLEMENTI WEST",320,630,250,3212,0.904761904761905
"723","CLEMENTI","CLEMENTI WEST",180,270,120,2582,1.11111111111111
"724","CLEMENTI","CLEMENTI WEST",550,1430,810,4812,0.951048951048951
"725","CLEMENTI","CLEMENTI WEST",530,1200,740,4452,1.05833333333333
"726","CLEMENTI","CLEMENTI WOODS",170,300,260,2712,1.43333333333333
"727","CLEMENTI","CLEMENTI WOODS",370,740,330,3442,0.945945945945946
"728","CLEMENTI","CLEMENTI WOODS",540,980,380,3862,0.938775510204082
"729","CLEMENTI","CLEMENTI WOODS",190,620,550,3422,1.19354838709677
"730","CLEMENTI","CLEMENTI WOODS",570,1350,700,4582,0.940740740740741
"731","CLEMENTI","CLEMENTI WOODS",90,150,20,2252,0.733333333333333
"732","CLEMENTI","CLEMENTI WOODS",200,350,290,2802,1.4
"733","CLEMENTI","CLEMENTI WOODS",370,690,300,3352,0.971014492753623
"734","CLEMENTI","CLEMENTI WOODS",540,920,350,3772,0.967391304347826
"735","CLEMENTI","CLEMENTI WOODS",200,610,420,3232,1.01639344262295
"736","CLEMENTI","CLEMENTI WOODS",580,1230,560,4332,0.926829268292683
"737","CLEMENTI","CLEMENTI WOODS",40,110,10,2172,0.454545454545455
"738","CLEMENTI","FABER",0,40,0,2062,0
"739","CLEMENTI","FABER",210,350,60,2612,0.771428571428571
"740","CLEMENTI","FABER",440,720,300,3442,1.02777777777778
"741","CLEMENTI","FABER",30,130,0,2192,0.230769230769231
"742","CLEMENTI","FABER",190,370,40,2592,0.621621621621622
"743","CLEMENTI","FABER",10,50,0,2072,0.2
"744","CLEMENTI","FABER",210,300,40,2552,0.833333333333333
"745","CLEMENTI","FABER",480,700,270,3392,1.07142857142857
"746","CLEMENTI","FABER",60,130,0,2202,0.461538461538462
"747","CLEMENTI","FABER",200,350,40,2592,0.685714285714286
"748","CLEMENTI","FABER",0,10,10,2042,1
"749","CLEMENTI","SUNSET WAY",80,270,210,2582,1.07407407407407
"750","CLEMENTI","SUNSET WAY",460,990,600,4042,1.07070707070707
"751","CLEMENTI","SUNSET WAY",10,40,20,2092,0.75
"752","CLEMENTI","SUNSET WAY",20,60,50,2162,1.16666666666667
"753","CLEMENTI","SUNSET WAY",90,230,180,2532,1.17391304347826
"754","CLEMENTI","SUNSET WAY",490,920,540,3882,1.1195652173913
"755","CLEMENTI","SUNSET WAY",10,40,0,2072,0.25
"756","CLEMENTI","SUNSET WAY",10,60,30,2142,0.666666666666667
"757","CLEMENTI","WEST COAST",50,190,0,2262,0.263157894736842
"758","CLEMENTI","WEST COAST",460,680,120,3252,0.852941176470588
"759","CLEMENTI","WEST COAST",710,1170,470,4302,1.00854700854701
"760","CLEMENTI","WEST COAST",90,190,30,2322,0.631578947368421
"761","CLEMENTI","WEST COAST",190,370,50,2602,0.648648648648649
"762","CLEMENTI","WEST COAST",30,140,0,2192,0.214285714285714
"763","CLEMENTI","WEST COAST",470,630,110,3212,0.920634920634921
"764","CLEMENTI","WEST COAST",730,1140,480,4272,1.06140350877193
"765","CLEMENTI","WEST COAST",70,190,0,2272,0.368421052631579
"766","CLEMENTI","WEST COAST",190,310,40,2562,0.741935483870968
"767","DOWNTOWN CORE","BUGIS",0,40,0,2062,0
"768","DOWNTOWN CORE","BUGIS",50,170,120,2372,1
"769","DOWNTOWN CORE","BUGIS",0,40,0,2062,0
"770","DOWNTOWN CORE","BUGIS",0,10,0,2042,0
"771","DOWNTOWN CORE","BUGIS",0,10,0,2032,0
"772","DOWNTOWN CORE","BUGIS",50,160,110,2322,1
"773","DOWNTOWN CORE","BUGIS",0,20,0,2052,0
"774","DOWNTOWN CORE","CECIL",10,70,0,2092,0.142857142857143
"775","DOWNTOWN CORE","CECIL",0,30,0,2062,0
"776","DOWNTOWN CORE","CECIL",30,50,0,2102,0.6
"777","DOWNTOWN CORE","CECIL",0,30,0,2052,0
"778","DOWNTOWN CORE","CECIL",0,20,0,2042,0
"779","DOWNTOWN CORE","CECIL",0,50,0,2082,0
"780","DOWNTOWN CORE","CECIL",0,10,0,2042,0
"781","DOWNTOWN CORE","CECIL",10,30,0,2072,0.333333333333333
"782","DOWNTOWN CORE","CECIL",0,30,0,2062,0
"783","DOWNTOWN CORE","CECIL",0,20,0,2042,0
"784","DOWNTOWN CORE","CENTRAL SUBZONE",0,40,0,2062,0
"785","DOWNTOWN CORE","CENTRAL SUBZONE",20,70,0,2112,0.285714285714286
"786","DOWNTOWN CORE","CENTRAL SUBZONE",80,190,40,2332,0.631578947368421
"787","DOWNTOWN CORE","CENTRAL SUBZONE",0,90,0,2132,0
"788","DOWNTOWN CORE","CENTRAL SUBZONE",0,60,10,2102,0.166666666666667
"789","DOWNTOWN CORE","CENTRAL SUBZONE",0,20,0,2042,0
"790","DOWNTOWN CORE","CENTRAL SUBZONE",10,80,0,2112,0.125
"791","DOWNTOWN CORE","CENTRAL SUBZONE",70,140,40,2272,0.785714285714286
"792","DOWNTOWN CORE","CENTRAL SUBZONE",0,100,20,2162,0.2
"793","DOWNTOWN CORE","CENTRAL SUBZONE",0,50,10,2092,0.2
"794","DOWNTOWN CORE","CITY HALL",0,10,0,2032,0
"795","DOWNTOWN CORE","NICOLL",0,20,0,2042,0
"796","DOWNTOWN CORE","NICOLL",20,60,10,2112,0.5
"797","DOWNTOWN CORE","NICOLL",0,10,0,2032,0
"798","DOWNTOWN CORE","NICOLL",0,20,0,2042,0
"799","DOWNTOWN CORE","NICOLL",40,80,20,2152,0.75
"800","DOWNTOWN CORE","NICOLL",0,30,0,2062,0
"801","DOWNTOWN CORE","TANJONG PAGAR",0,90,0,2122,0
"802","DOWNTOWN CORE","TANJONG PAGAR",0,20,0,2042,0
"803","DOWNTOWN CORE","TANJONG PAGAR",10,60,0,2092,0.166666666666667
"804","DOWNTOWN CORE","TANJONG PAGAR",0,50,0,2082,0
"805","DOWNTOWN CORE","TANJONG PAGAR",10,100,0,2142,0.1
"806","DOWNTOWN CORE","TANJONG PAGAR",0,90,0,2112,0
"807","DOWNTOWN CORE","TANJONG PAGAR",0,20,0,2042,0
"808","DOWNTOWN CORE","TANJONG PAGAR",0,30,20,2072,0.666666666666667
"809","DOWNTOWN CORE","TANJONG PAGAR",0,40,0,2072,0
"810","DOWNTOWN CORE","TANJONG PAGAR",10,70,20,2132,0.428571428571429
"811","GEYLANG","ALJUNIED",300,1450,730,4552,0.710344827586207
"812","GEYLANG","ALJUNIED",1270,2960,1220,7502,0.841216216216216
"813","GEYLANG","ALJUNIED",770,1800,850,5372,0.9
"814","GEYLANG","ALJUNIED",640,2200,1320,6232,0.890909090909091
"815","GEYLANG","ALJUNIED",790,2240,1160,6222,0.870535714285714
"816","GEYLANG","ALJUNIED",50,240,220,2532,1.125
"817","GEYLANG","ALJUNIED",350,1490,800,4682,0.771812080536913
"818","GEYLANG","ALJUNIED",1350,2870,1110,7302,0.857142857142857
"819","GEYLANG","ALJUNIED",870,1830,840,5422,0.934426229508197
"820","GEYLANG","ALJUNIED",660,2150,1100,5982,0.818604651162791
"821","GEYLANG","ALJUNIED",850,2170,940,5952,0.824884792626728
"822","GEYLANG","ALJUNIED",60,420,370,2922,1.02380952380952
"823","GEYLANG","GEYLANG EAST",470,1310,810,4582,0.977099236641221
"824","GEYLANG","GEYLANG EAST",580,1340,630,4542,0.902985074626866
"825","GEYLANG","GEYLANG EAST",1060,2180,1050,6172,0.967889908256881
"826","GEYLANG","GEYLANG EAST",290,970,580,3882,0.896907216494845
"827","GEYLANG","GEYLANG EAST",710,1840,940,5502,0.896739130434783
"828","GEYLANG","GEYLANG EAST",40,130,60,2252,0.769230769230769
"829","GEYLANG","GEYLANG EAST",530,1320,740,4522,0.962121212121212
"830","GEYLANG","GEYLANG EAST",620,1300,550,4442,0.9
"831","GEYLANG","GEYLANG EAST",1050,1960,970,5912,1.03061224489796
"832","GEYLANG","GEYLANG EAST",310,940,530,3782,0.893617021276596
"833","GEYLANG","GEYLANG EAST",740,1750,800,5272,0.88
"834","GEYLANG","GEYLANG EAST",40,180,100,2352,0.777777777777778
"835","GEYLANG","KAMPONG UBI",270,800,470,3532,0.925
"836","GEYLANG","KAMPONG UBI",210,520,260,2972,0.903846153846154
"837","GEYLANG","KAMPONG UBI",90,240,140,2492,0.958333333333333
"838","GEYLANG","KAMPONG UBI",500,1440,710,4632,0.840277777777778
"839","GEYLANG","KAMPONG UBI",0,30,0,2052,0
"840","GEYLANG","KAMPONG UBI",320,790,480,3532,1.0126582278481
"841","GEYLANG","KAMPONG UBI",230,500,270,2982,1
"842","GEYLANG","KAMPONG UBI",100,240,100,2442,0.833333333333333
"843","GEYLANG","KAMPONG UBI",560,1450,660,4622,0.841379310344828
"844","GEYLANG","KAMPONG UBI",0,50,30,2112,0.6
"845","GEYLANG","MACPHERSON",950,2510,1760,7162,1.0796812749004
"846","GEYLANG","MACPHERSON",270,760,420,3452,0.907894736842105
"847","GEYLANG","MACPHERSON",450,1150,590,4122,0.904347826086957
"848","GEYLANG","MACPHERSON",320,1010,580,3962,0.891089108910891
"849","GEYLANG","MACPHERSON",720,1620,480,4682,0.740740740740741
"850","GEYLANG","MACPHERSON",10,10,30,2082,4
"851","GEYLANG","MACPHERSON",1020,2690,1840,7522,1.0631970260223
"852","GEYLANG","MACPHERSON",310,720,370,3372,0.944444444444444
"853","GEYLANG","MACPHERSON",460,1030,550,3952,0.980582524271845
"854","GEYLANG","MACPHERSON",330,1070,480,3892,0.757009345794392
"855","GEYLANG","MACPHERSON",650,1470,410,4462,0.72108843537415
"856","GEYLANG","MACPHERSON",20,50,30,2132,1
"857","HOUGANG","HOUGANG CENTRAL",10,60,0,2092,0.166666666666667
"858","HOUGANG","HOUGANG CENTRAL",140,400,220,2772,0.9
"859","HOUGANG","HOUGANG CENTRAL",260,590,310,3152,0.966101694915254
"860","HOUGANG","HOUGANG CENTRAL",20,60,20,2122,0.666666666666667
"861","HOUGANG","HOUGANG CENTRAL",50,140,50,2252,0.714285714285714
"862","HOUGANG","HOUGANG CENTRAL",0,30,0,2052,0
"863","HOUGANG","HOUGANG CENTRAL",130,430,230,2782,0.837209302325581
"864","HOUGANG","HOUGANG CENTRAL",290,620,310,3172,0.967741935483871
"865","HOUGANG","HOUGANG CENTRAL",0,40,30,2102,0.75
"866","HOUGANG","HOUGANG CENTRAL",60,120,40,2222,0.833333333333333
"867","HOUGANG","HOUGANG EAST",0,30,0,2052,0
"868","HOUGANG","HOUGANG EAST",1210,3190,1260,7502,0.774294670846395
"869","HOUGANG","HOUGANG EAST",610,1560,760,4882,0.878205128205128
"870","HOUGANG","HOUGANG EAST",170,530,190,2882,0.679245283018868
"871","HOUGANG","HOUGANG EAST",830,1960,580,5222,0.719387755102041
"872","HOUGANG","HOUGANG EAST",0,20,0,2042,0
"873","HOUGANG","HOUGANG EAST",1230,3030,1230,7292,0.811881188118812
"874","HOUGANG","HOUGANG EAST",670,1490,780,4832,0.973154362416107
"875","HOUGANG","HOUGANG EAST",180,400,140,2722,0.8
"876","HOUGANG","HOUGANG EAST",820,1780,530,5012,0.758426966292135
"877","HOUGANG","HOUGANG WEST",110,330,250,2712,1.09090909090909
"878","HOUGANG","HOUGANG WEST",1400,4010,2120,9362,0.877805486284289
"879","HOUGANG","HOUGANG WEST",1090,2600,1310,6822,0.923076923076923
"880","HOUGANG","HOUGANG WEST",440,1560,1230,5232,1.07051282051282
"881","HOUGANG","HOUGANG WEST",1200,3490,1730,8292,0.839541547277937
"882","HOUGANG","HOUGANG WEST",20,80,80,2202,1.25
"883","HOUGANG","HOUGANG WEST",110,330,210,2662,0.96969696969697
"884","HOUGANG","HOUGANG WEST",1540,3920,2060,9262,0.918367346938776
"885","HOUGANG","HOUGANG WEST",1220,2570,1160,6702,0.926070038910506
"886","HOUGANG","HOUGANG WEST",450,1440,1040,4932,1.03472222222222
"887","HOUGANG","HOUGANG WEST",1300,3440,1640,8232,0.854651162790698
"888","HOUGANG","HOUGANG WEST",20,110,130,2282,1.36363636363636
"889","HOUGANG","KANGKAR",250,670,510,3432,1.13432835820896
"890","HOUGANG","KANGKAR",1090,2140,710,5842,0.841121495327103
"891","HOUGANG","KANGKAR",870,1860,840,5462,0.919354838709677
"892","HOUGANG","KANGKAR",570,1530,740,4862,0.856209150326797
"893","HOUGANG","KANGKAR",1380,3050,940,7192,0.760655737704918
"894","HOUGANG","KANGKAR",290,680,490,3432,1.14705882352941
"895","HOUGANG","KANGKAR",1060,2140,630,5692,0.789719626168224
"896","HOUGANG","KANGKAR",910,1810,750,5332,0.917127071823204
"897","HOUGANG","KANGKAR",520,1380,600,4482,0.811594202898551
"898","HOUGANG","KANGKAR",1370,2810,860,6912,0.793594306049822
"899","HOUGANG","KANGKAR",0,30,10,2072,0.333333333333333
"900","HOUGANG","KOVAN",20,190,10,2262,0.157894736842105
"901","HOUGANG","KOVAN",530,1030,280,3832,0.786407766990291
"902","HOUGANG","KOVAN",2050,4240,2100,10132,0.97877358490566
"903","HOUGANG","KOVAN",80,300,160,2562,0.8
"904","HOUGANG","KOVAN",350,1030,480,3862,0.805825242718447
"905","HOUGANG","KOVAN",20,20,40,2112,3
"906","HOUGANG","KOVAN",20,140,20,2212,0.285714285714286
"907","HOUGANG","KOVAN",550,950,260,3732,0.852631578947368
"908","HOUGANG","KOVAN",2150,3980,1960,9722,1.03266331658291
"909","HOUGANG","KOVAN",110,280,130,2542,0.857142857142857
"910","HOUGANG","KOVAN",350,940,430,3692,0.829787234042553
"911","HOUGANG","KOVAN",30,60,80,2192,1.83333333333333
"912","HOUGANG","LORONG AH SOO",30,210,30,2322,0.285714285714286
"913","HOUGANG","LORONG AH SOO",800,1860,1050,5632,0.994623655913978
"914","HOUGANG","LORONG AH SOO",1490,2970,1520,7732,1.01346801346801
"915","HOUGANG","LORONG AH SOO",520,1700,1220,5522,1.02352941176471
"916","HOUGANG","LORONG AH SOO",670,1800,970,5412,0.911111111111111
"917","HOUGANG","LORONG AH SOO",20,50,30,2122,1
"918","HOUGANG","LORONG AH SOO",30,170,30,2252,0.352941176470588
"919","HOUGANG","LORONG AH SOO",700,1710,940,5312,0.95906432748538
"920","HOUGANG","LORONG AH SOO",1280,2670,1350,7092,0.98501872659176
"921","HOUGANG","LORONG AH SOO",590,1670,940,5192,0.916167664670659
"922","HOUGANG","LORONG AH SOO",600,1700,840,5112,0.847058823529412
"923","HOUGANG","LORONG AH SOO",10,50,20,2112,0.6
"924","HOUGANG","TAI SENG",170,340,210,2722,1.11764705882353
"925","HOUGANG","TAI SENG",450,1060,610,4142,1
"926","HOUGANG","TAI SENG",800,1630,780,5072,0.969325153374233
"927","HOUGANG","TAI SENG",70,200,90,2372,0.8
"928","HOUGANG","TAI SENG",110,270,100,2482,0.777777777777778
"929","HOUGANG","TAI SENG",230,370,250,2792,1.2972972972973
"930","HOUGANG","TAI SENG",420,970,570,3932,1.02061855670103
"931","HOUGANG","TAI SENG",720,1470,710,4822,0.972789115646258
"932","HOUGANG","TAI SENG",60,170,60,2302,0.705882352941177
"933","HOUGANG","TAI SENG",120,270,110,2502,0.851851851851852
"934","HOUGANG","TAI SENG",0,10,120,2162,12
"935","HOUGANG","TRAFALGAR",360,880,630,3902,1.125
"936","HOUGANG","TRAFALGAR",1980,4450,1620,9862,0.808988764044944
"937","HOUGANG","TRAFALGAR",1040,2340,1000,6192,0.871794871794872
"938","HOUGANG","TRAFALGAR",360,770,150,3202,0.662337662337662
"939","HOUGANG","TRAFALGAR",2250,5110,1480,10542,0.729941291585127
"940","HOUGANG","TRAFALGAR",0,160,530,2742,3.3125
"941","HOUGANG","TRAFALGAR",370,960,680,4042,1.09375
"942","HOUGANG","TRAFALGAR",2060,4390,1570,9702,0.826879271070615
"943","HOUGANG","TRAFALGAR",1140,2360,1000,6232,0.906779661016949
"944","HOUGANG","TRAFALGAR",370,700,130,3112,0.714285714285714
"945","HOUGANG","TRAFALGAR",2480,5010,1400,10492,0.774451097804391
"946","HOUGANG","TRAFALGAR",0,500,1090,3702,2.18
"947","JURONG EAST","JURONG GATEWAY",0,40,0,2072,0
"948","JURONG EAST","JURONG GATEWAY",20,40,0,2082,0.5
"949","JURONG EAST","JURONG GATEWAY",50,80,0,2152,0.625
"950","JURONG EAST","JURONG GATEWAY",0,40,0,2072,0
"951","JURONG EAST","JURONG GATEWAY",0,10,0,2032,0
"952","JURONG EAST","JURONG GATEWAY",10,50,0,2082,0.2
"953","JURONG EAST","JURONG GATEWAY",50,70,0,2142,0.714285714285714
"954","JURONG EAST","LAKESIDE (LEISURE)",60,150,140,2382,1.33333333333333
"955","JURONG EAST","LAKESIDE (LEISURE)",0,10,60,2092,6
"956","JURONG EAST","LAKESIDE (LEISURE)",60,150,130,2372,1.26666666666667
"957","JURONG EAST","LAKESIDE (LEISURE)",0,20,140,2192,7
"958","JURONG EAST","TEBAN GARDENS",0,30,50,2112,1.66666666666667
"959","JURONG EAST","TEBAN GARDENS",480,1010,540,4002,1.00990099009901
"960","JURONG EAST","TEBAN GARDENS",160,340,210,2712,1.08823529411765
"961","JURONG EAST","TEBAN GARDENS",400,980,710,4112,1.13265306122449
"962","JURONG EAST","TEBAN GARDENS",910,2090,1070,5982,0.947368421052632
"963","JURONG EAST","TEBAN GARDENS",0,50,40,2112,0.8
"964","JURONG EAST","TEBAN GARDENS",450,910,520,3892,1.06593406593407
"965","JURONG EAST","TEBAN GARDENS",170,340,190,2712,1.05882352941176
"966","JURONG EAST","TEBAN GARDENS",490,1100,660,4212,1.04545454545455
"967","JURONG EAST","TEBAN GARDENS",980,2070,960,5912,0.93719806763285
"968","JURONG EAST","TOH GUAN",430,1100,520,4062,0.863636363636364
"969","JURONG EAST","TOH GUAN",790,1940,860,5462,0.850515463917526
"970","JURONG EAST","TOH GUAN",50,100,120,2292,1.7
"971","JURONG EAST","TOH GUAN",290,760,370,3422,0.868421052631579
"972","JURONG EAST","TOH GUAN",450,1070,520,4002,0.906542056074766
"973","JURONG EAST","TOH GUAN",890,1930,860,5462,0.906735751295337
"974","JURONG EAST","TOH GUAN",30,130,80,2282,0.846153846153846
"975","JURONG EAST","TOH GUAN",280,720,350,3322,0.875
"976","JURONG EAST","YUHUA EAST",80,100,10,2182,0.9
"977","JURONG EAST","YUHUA EAST",490,1290,770,4562,0.976744186046512
"978","JURONG EAST","YUHUA EAST",420,1110,760,4252,1.06306306306306
"979","JURONG EAST","YUHUA EAST",680,1740,1000,5462,0.96551724137931
"980","JURONG EAST","YUHUA EAST",690,1810,1150,5612,1.01657458563536
"981","JURONG EAST","YUHUA EAST",0,20,50,2092,2.5
"982","JURONG EAST","YUHUA EAST",100,100,50,2242,1.5
"983","JURONG EAST","YUHUA EAST",570,1220,730,4462,1.0655737704918
"984","JURONG EAST","YUHUA EAST",480,1180,670,4232,0.974576271186441
"985","JURONG EAST","YUHUA EAST",730,1670,850,5242,0.946107784431138
"986","JURONG EAST","YUHUA EAST",690,1800,1070,5492,0.977777777777778
"987","JURONG EAST","YUHUA EAST",0,30,100,2162,3.33333333333333
"988","JURONG EAST","YUHUA WEST",170,360,240,2782,1.13888888888889
"989","JURONG EAST","YUHUA WEST",600,1500,840,4872,0.96
"990","JURONG EAST","YUHUA WEST",770,1730,890,5342,0.959537572254335
"991","JURONG EAST","YUHUA WEST",340,900,480,3752,0.911111111111111
"992","JURONG EAST","YUHUA WEST",120,300,180,2622,1
"993","JURONG EAST","YUHUA WEST",210,420,320,2912,1.26190476190476
"994","JURONG EAST","YUHUA WEST",640,1440,820,4822,1.01388888888889
"995","JURONG EAST","YUHUA WEST",860,1780,850,5352,0.960674157303371
"996","JURONG EAST","YUHUA WEST",370,810,420,3632,0.975308641975309
"997","JURONG EAST","YUHUA WEST",120,290,160,2582,0.96551724137931
"998","JURONG EAST","YUHUA WEST",0,50,20,2102,0.4
"999","JURONG WEST","BOON LAY PLACE",1050,1910,860,5662,1
"1000","JURONG WEST","BOON LAY PLACE",830,1830,530,5072,0.743169398907104
"1001","JURONG WEST","BOON LAY PLACE",340,730,350,3402,0.945205479452055
"1002","JURONG WEST","BOON LAY PLACE",890,2120,910,5882,0.849056603773585
"1003","JURONG WEST","BOON LAY PLACE",620,1200,110,3842,0.608333333333333
"1004","JURONG WEST","BOON LAY PLACE",0,20,0,2042,0
"1005","JURONG WEST","BOON LAY PLACE",1140,2210,950,6122,0.945701357466063
"1006","JURONG WEST","BOON LAY PLACE",910,1830,530,5132,0.786885245901639
"1007","JURONG WEST","BOON LAY PLACE",410,760,330,3432,0.973684210526316
"1008","JURONG WEST","BOON LAY PLACE",950,2200,970,6102,0.872727272727273
"1009","JURONG WEST","BOON LAY PLACE",710,1220,120,3912,0.680327868852459
"1010","JURONG WEST","BOON LAY PLACE",10,50,0,2092,0.2
"1011","JURONG WEST","HONG KAH",60,190,290,2572,1.84210526315789
"1012","JURONG WEST","HONG KAH",2260,5240,2720,11982,0.950381679389313
"1013","JURONG WEST","HONG KAH",1430,2850,1370,7422,0.982456140350877
"1014","JURONG WEST","HONG KAH",1180,2950,1590,7742,0.938983050847458
"1015","JURONG WEST","HONG KAH",1130,2620,1190,6832,0.885496183206107
"1016","JURONG WEST","HONG KAH",0,20,60,2112,3
"1017","JURONG WEST","HONG KAH",70,180,270,2542,1.88888888888889
"1018","JURONG WEST","HONG KAH",2440,5270,2580,11942,0.952561669829222
"1019","JURONG WEST","HONG KAH",1440,2790,1360,7342,1.00358422939068
"1020","JURONG WEST","HONG KAH",1230,2840,1380,7412,0.919014084507042
"1021","JURONG WEST","HONG KAH",1160,2620,1110,6752,0.866412213740458
"1022","JURONG WEST","HONG KAH",0,20,80,2132,4
"1023","JURONG WEST","JURONG WEST CENTRAL",4120,8270,2340,16482,0.781136638452237
"1024","JURONG WEST","JURONG WEST CENTRAL",1550,2930,890,7262,0.832764505119454
"1025","JURONG WEST","JURONG WEST CENTRAL",50,160,100,2332,0.9375
"1026","JURONG WEST","JURONG WEST CENTRAL",2670,6180,2330,13032,0.809061488673139
"1027","JURONG WEST","JURONG WEST CENTRAL",0,10,0,2032,0
"1028","JURONG WEST","JURONG WEST CENTRAL",4370,8260,2350,16622,0.813559322033898
"1029","JURONG WEST","JURONG WEST CENTRAL",1680,2850,840,7282,0.884210526315789
"1030","JURONG WEST","JURONG WEST CENTRAL",50,150,110,2332,1.06666666666667
"1031","JURONG WEST","JURONG WEST CENTRAL",2600,6120,2260,12872,0.794117647058823
"1032","JURONG WEST","TAMAN JURONG",250,470,400,3122,1.38297872340426
"1033","JURONG WEST","TAMAN JURONG",1950,3980,1100,8822,0.766331658291457
"1034","JURONG WEST","TAMAN JURONG",1370,3090,1080,7292,0.792880258899676
"1035","JURONG WEST","TAMAN JURONG",590,1350,600,4492,0.881481481481482
"1036","JURONG WEST","TAMAN JURONG",1190,2450,520,5962,0.697959183673469
"1037","JURONG WEST","TAMAN JURONG",250,530,390,3192,1.20754716981132
"1038","JURONG WEST","TAMAN JURONG",2110,3950,1110,8852,0.815189873417722
"1039","JURONG WEST","TAMAN JURONG",1450,2940,1190,7232,0.897959183673469
"1040","JURONG WEST","TAMAN JURONG",600,1330,550,4442,0.864661654135338
"1041","JURONG WEST","TAMAN JURONG",1220,2400,490,5942,0.7125
"1042","JURONG WEST","WENYA",720,1200,220,4072,0.783333333333333
"1043","JURONG WEST","WENYA",150,260,60,2472,0.807692307692308
"1044","JURONG WEST","WENYA",380,810,300,3472,0.839506172839506
"1045","JURONG WEST","WENYA",760,1180,220,4132,0.830508474576271
"1046","JURONG WEST","WENYA",140,270,50,2462,0.703703703703704
"1047","JURONG WEST","WENYA",440,790,280,3522,0.911392405063291
"1048","JURONG WEST","YUNNAN",300,410,230,2882,1.29268292682927
"1049","JURONG WEST","YUNNAN",3920,8860,3100,17422,0.792325056433409
"1050","JURONG WEST","YUNNAN",3490,7880,2930,15622,0.814720812182741
"1051","JURONG WEST","YUNNAN",260,590,250,3102,0.864406779661017
"1052","JURONG WEST","YUNNAN",360,770,190,3322,0.714285714285714
"1053","JURONG WEST","YUNNAN",20,90,70,2202,1
"1054","JURONG WEST","YUNNAN",300,410,260,2912,1.36585365853659
"1055","JURONG WEST","YUNNAN",4130,9090,3190,17942,0.805280528052805
"1056","JURONG WEST","YUNNAN",3690,8020,3130,16052,0.850374064837905
"1057","JURONG WEST","YUNNAN",290,600,220,3132,0.85
"1058","JURONG WEST","YUNNAN",380,800,190,3352,0.7125
"1059","JURONG WEST","YUNNAN",20,110,100,2272,1.09090909090909
"1060","KALLANG","BENDEMEER",140,600,730,3512,1.45
"1061","KALLANG","BENDEMEER",1020,2350,1070,6422,0.88936170212766
"1062","KALLANG","BENDEMEER",500,1140,630,4222,0.991228070175439
"1063","KALLANG","BENDEMEER",610,2140,1360,6222,0.920560747663551
"1064","KALLANG","BENDEMEER",1560,3610,1200,8212,0.764542936288089
"1065","KALLANG","BENDEMEER",20,70,150,2252,2.42857142857143
"1066","KALLANG","BENDEMEER",150,650,750,3602,1.38461538461538
"1067","KALLANG","BENDEMEER",1030,2200,970,6132,0.909090909090909
"1068","KALLANG","BENDEMEER",560,1140,560,4192,0.982456140350877
"1069","KALLANG","BENDEMEER",720,2120,1010,5882,0.816037735849057
"1070","KALLANG","BENDEMEER",1610,3430,1020,7892,0.766763848396501
"1071","KALLANG","BENDEMEER",10,60,230,2322,4
"1072","KALLANG","BOON KENG",100,170,180,2442,1.64705882352941
"1073","KALLANG","BOON KENG",300,730,370,3402,0.917808219178082
"1074","KALLANG","BOON KENG",70,140,60,2282,0.928571428571429
"1075","KALLANG","BOON KENG",200,590,470,3282,1.13559322033898
"1076","KALLANG","BOON KENG",430,1210,730,4382,0.958677685950413
"1077","KALLANG","BOON KENG",110,200,180,2472,1.45
"1078","KALLANG","BOON KENG",280,670,290,3222,0.850746268656716
"1079","KALLANG","BOON KENG",70,150,70,2302,0.933333333333333
"1080","KALLANG","BOON KENG",160,580,370,3152,0.913793103448276
"1081","KALLANG","BOON KENG",410,1230,640,4262,0.853658536585366
"1082","KALLANG","CRAWFORD",330,860,840,4032,1.36046511627907
"1083","KALLANG","CRAWFORD",40,80,60,2202,1.25
"1084","KALLANG","CRAWFORD",50,100,50,2222,1
"1085","KALLANG","CRAWFORD",100,390,280,2792,0.974358974358974
"1086","KALLANG","CRAWFORD",50,160,80,2312,0.8125
"1087","KALLANG","CRAWFORD",360,1130,1460,4982,1.61061946902655
"1088","KALLANG","CRAWFORD",60,90,50,2212,1.22222222222222
"1089","KALLANG","CRAWFORD",30,120,60,2222,0.75
"1090","KALLANG","CRAWFORD",120,390,240,2792,0.923076923076923
"1091","KALLANG","CRAWFORD",40,150,60,2272,0.666666666666667
"1092","KALLANG","CRAWFORD",0,30,10,2062,0.333333333333333
"1093","KALLANG","GEYLANG BAHRU",80,300,340,2762,1.4
"1094","KALLANG","GEYLANG BAHRU",190,450,260,2912,1
"1095","KALLANG","GEYLANG BAHRU",40,130,70,2262,0.846153846153846
"1096","KALLANG","GEYLANG BAHRU",480,1390,850,4752,0.956834532374101
"1097","KALLANG","GEYLANG BAHRU",90,280,190,2582,1
"1098","KALLANG","GEYLANG BAHRU",150,410,420,2992,1.39024390243902
"1099","KALLANG","GEYLANG BAHRU",220,480,220,2902,0.916666666666667
"1100","KALLANG","GEYLANG BAHRU",30,110,60,2222,0.818181818181818
"1101","KALLANG","GEYLANG BAHRU",510,1400,740,4702,0.892857142857143
"1102","KALLANG","GEYLANG BAHRU",90,270,130,2512,0.814814814814815
"1103","KALLANG","GEYLANG BAHRU",0,10,0,2032,0
"1104","KALLANG","KAMPONG BUGIS",50,150,100,2332,1
